year,event,week,n_teams,n_alliances,winning_alliance,rank_cols
2025,2025ausc,Week 2,41,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ntwc,Week 2,37,8,3,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025cave,Week 2,52,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025tuhc,Week 2,50,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025tuis3,Week 2,50,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ctwat,Week 2,37,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mabos,Week 2,38,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mdpas,Week 2,37,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025miesc,Week 2,38,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mimtp,Week 2,40,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025nccat,Week 2,30,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025njfla,Week 2,35,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025njtab,Week 2,33,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025onwel,Week 2,27,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025vapor,Week 2,27,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025txpla,Week 2,31,8,3,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025wasam,Week 2,31,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025isde3,Week 2,29,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025isde4,Week 3,33,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025brba,Week 3,59,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025nyro,Week 3,54,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025alhu,Week 3,44,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mosl,Week 3,45,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mslr,Week 3,37,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ndgf,Week 3,52,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mxle,Week 3,31,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025utwv,Week 3,39,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025azfg,Week 3,40,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mibel,Week 3,40,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025midtr,Week 3,40,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mimus,Week 3,39,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mitvc,Week 3,40,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025rikin,Week 3,37,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025txsan,Week 3,42,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025wayak,Week 3,34,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025cnsh,Week 3,43,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025flta,Week 3,42,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025cala,Week 3,43,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025casj,Week 3,37,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025tuak,Week 3,35,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025gagwi,Week 3,34,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025inkok,Week 3,40,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mawne,Week 3,35,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mdbet,Week 3,29,8,3,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mdsev,Week 3,28,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025melew,Week 3,30,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025miber,Week 3,35,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mibkn,Week 3,40,8,4,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ncash,Week 3,22,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ncwak,Week 3,32,8,4,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025njrob,Week 3,28,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025onosh,Week 3,31,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025paphi,Week 3,26,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025txman,Week 3,25,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025wabon,Week 3,34,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025cada,Week 3,34,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025txvic,Week 3,25,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ontor,Week 4,28,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025flor,Week 4,50,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025nyli2,Week 4,48,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025paca,Week 4,53,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ilpe,Week 4,35,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ksla,Week 4,36,8,3,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025oktu,Week 4,41,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025wila,Week 4,51,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025code,Week 4,50,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mxto,Week 4,42,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025azgl,Week 4,42,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025gasta,Week 4,26,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025milsu,Week 4,39,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025miwmi,Week 4,40,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025onwat,Week 4,30,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025sccha,Week 4,34,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025txfor,Week 4,35,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025txhou,Week 4,31,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025brsp,Week 4,33,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025casd,Week 4,51,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025hiho,Week 4,33,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025inlaf,Week 4,42,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mawor,Week 4,38,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mibro,Week 4,39,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mimas,Week 4,40,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025misal,Week 4,38,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mitry,Week 4,41,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ncgre,Week 4,29,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ncmec,Week 4,28,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025nhdur,Week 4,40,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025njwas,Week 4,32,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025onnob,Week 4,32,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025paben,Week 4,33,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025vaale,Week 4,38,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025vabla,Week 4,31,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025casf,Week 4,41,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025orwil,Week 4,34,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025waahs,Week 4,36,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025iscmp,Week 5,45,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025nytr,Week 5,56,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ohmv,Week 5,47,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025iacf,Week 5,51,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ilch,Week 5,38,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mnmi,Week 5,51,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mokc,Week 5,36,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025idbo,Week 5,51,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025nvlv,Week 5,45,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025gaalb,Week 5,26,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025inwas,Week 5,26,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mibig,Week 5,41,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025midet,Week 5,39,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025miliv,Week 5,39,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mimcc,Week 5,39,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025mimid,Week 5,40,8,2,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025onwin,Week 5,29,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025txama,Week 5,36,8,5,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025wimu,Week 5,39,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025capt,Week 5,40,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025cthar,Week 5,39,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025miken,Week 5,40,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025ncpem,Week 5,31,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025njski,Week 5,32,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
2025,2025onham,Week 5,31,8,1,Rank|Team|Ranking Score|Avg Coop|Avg Match|Avg Auto|Avg Barge|Record (W-L-T)|DQ|Played|Total Ranking Points*
